parameter_id,group,scope,region_or_case,parameter,central_value,units,dependency,calibration_status,source,code_location,uncertainty_treatment,evidence_role
P0526,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.lower,0.8,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0527,uncertainty prior,MC sensitivity,residue_retention_mult,residue_retention_mult.upper,1.15,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[residue_retention_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0528,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0529,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0530,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0531,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.sd,0.3,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0532,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.lower,0.5,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0533,uncertainty prior,MC sensitivity,eps_F_PF_mult,eps_F_PF_mult.upper,1.5,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eps_F_PF_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0534,uncertainty prior,MC sensitivity,eta_mult,eta_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0535,uncertainty prior,MC sensitivity,eta_mult,eta_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0536,uncertainty prior,MC sensitivity,eta_mult,eta_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0537,uncertainty prior,MC sensitivity,eta_mult,eta_mult.sd,0.25,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0538,uncertainty prior,MC sensitivity,eta_mult,eta_mult.lower,0.6,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0539,uncertainty prior,MC sensitivity,eta_mult,eta_mult.upper,1.4,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[eta_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0540,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.distribution,truncated normal,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].distribution,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0541,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.mode,multiplier,label,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].mode,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0542,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.mean,1,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].mean,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0543,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.sd,0.25,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].sd,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0544,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.lower,0.5,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].lower,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0545,uncertainty prior,MC sensitivity,fert_price_shock_mult,fert_price_shock_mult.upper,1.5,absolute or multiplier,primitive prior setting,pre-specified joint prior,"sensitivity range, not a posterior probability distribution",code/repro/run_mc_ensemble.py::PRIORS[fert_price_shock_mult].upper,"directly sampled in 1,000-draw ensemble",Class B sensitivity
P0546,acceptance threshold,test/evidence,global,cross-document numeric tolerance,0.05,percentage points,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0547,acceptance threshold,test/evidence,global,zero-shock max drift,0.001,yield fraction over 30 yr,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0548,acceptance threshold,test/evidence,global,market-clearing residual,1e-10,log points,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0549,acceptance threshold,test/evidence,global,MC robustness frequency,0.95,fraction of relevant draws,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0550,acceptance threshold,test/evidence,global,monotonic SOC low level,50,% regional mean SOC,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0551,acceptance threshold,test/evidence,global,monotonic SOC high level,150,% regional mean SOC,primitive acceptance rule,frozen prospectively,EVIDENTIARY_STANDARD_sol.md,EVIDENTIARY_STANDARD_sol.md::Prospective acceptance thresholds,not varied,accept/reject decision
P0552,benchmark design,benchmark,global,Broadbalk Nil observed yield,1.0,t grain ha-1,primitive benchmark setting,externally specified,Rothamsted 2000-2022 handout; approximate value,code/repro/make_broadbalk_benchmark.py::YIELD,fixed or explicitly swept,Class C benchmark
P0553,benchmark design,benchmark,global,Broadbalk N3PKMg observed yield,8.5,t grain ha-1,primitive benchmark setting,externally specified,midpoint of reported 8-9 t ha-1 range,code/repro/make_broadbalk_benchmark.py::YIELD,fixed or explicitly swept,Class C benchmark
P0554,benchmark design,benchmark,global,Broadbalk Nil modeled yield,1.48,t grain ha-1,primitive benchmark setting,externally specified,2000-2015 mean from documented Broadbalk benchmark run,code/repro/make_broadbalk_benchmark.py::YIELD,fixed or explicitly swept,Class C benchmark
P0555,benchmark design,benchmark,global,Broadbalk N3PKMg modeled yield,10.65,t grain ha-1,primitive benchmark setting,externally specified,2000-2015 mean from documented Broadbalk benchmark run,code/repro/make_broadbalk_benchmark.py::YIELD,fixed or explicitly swept,Class C benchmark
P0556,benchmark design,benchmark,global,hindcast target global N reduction,0.15,fraction,primitive benchmark setting,externally specified,2022 crisis scenario design,code/repro/make_hindcast_benchmark.py::calibrate_price_shock,fixed or explicitly swept,Class C directional benchmark
P0557,benchmark design,benchmark,global,hindcast elasticity multipliers,"[0.5,1.0,2.0]",multipliers,primitive benchmark setting,externally specified,pre-specified one-at-a-time sensitivity,code/repro/make_hindcast_benchmark.py::scenarios,fixed or explicitly swept,Class C directional benchmark
P0558,spatial-screen design,main Figure 3,global,year_start,2018,calendar year,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: input averaging window
P0559,spatial-screen design,main Figure 3,global,year_end,2020,calendar year,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: input averaging window
P0560,spatial-screen design,main Figure 3,global,n_intensity_cap,300.0,kg N ha-1,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: continuous exposure scaling
P0561,spatial-screen design,main Figure 3,global,combined_weight_intensity,0.5,fraction,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: sensitivity-only index
P0562,spatial-screen design,main Figure 3,global,combined_weight_reliance,0.5,fraction,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: sensitivity-only index
P0563,spatial-screen design,main Figure 3,global,combined_low_threshold,0.33,index,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: sensitivity-only index
P0564,spatial-screen design,main Figure 3,global,combined_high_threshold,0.66,index,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: sensitivity-only index
P0565,spatial-screen design,main Figure 3,global,high_intensity_pathway,150.0,kg N ha-1,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0566,spatial-screen design,main Figure 3,global,high_import_reliance,0.7,fraction,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0567,spatial-screen design,main Figure 3,global,material_stake_floor,25.0,kg N ha-1,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0568,spatial-screen design,main Figure 3,global,low_intensity_threshold,50.0,kg N ha-1,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0569,spatial-screen design,main Figure 3,global,low_import_reliance,0.3,fraction,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0570,spatial-screen design,main Figure 3,global,stake_floor_sensitivity,"[10.0,25.0,50.0]",kg N ha-1,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: threshold sensitivity
P0571,spatial-screen design,main Figure 3,global,reexport_ratio_flag,3.0,ratio,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: re-export QA flag
P0572,spatial-screen design,main Figure 3,global,reexport_trade_floor,50000.0,t N,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: re-export QA flag
P0573,spatial-screen design,main Figure 3,global,reexport_consumption_floor,10000.0,t N,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: re-export QA flag
P0574,spatial-screen design,main Figure 3,global,FAOSTAT land-unit conversion,1000.0,ha per 1000 ha,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: unit conversion
P0575,spatial-screen design,main Figure 3,global,buffer country minimum cropland,0.1,Mha,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: country eligibility
P0576,spatial-screen design,main Figure 3,global,buffer quantile cutoffs,"[0.3333333333333333,0.6666666666666666]",country quantiles,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: default classification
P0577,spatial-screen design,main Figure 3,global,buffer quantile sensitivity,"[0.3,0.3333333333333333,0.4]",country quantiles,primitive screen setting,pre-specified,Figure 3 specification and final spatial audit,spatial_screen/scripts/_config.py or 16_phase2_final_audit.py,explicit threshold/rule sensitivities where listed,Class B mechanism screen: threshold sensitivity
